year,cbsa,cbsatitle,category,indicator,value
2011,12420,"Austin-Round Rock, TX",Growth,"Employment, indexed to 2000",0.184739992
2012,12420,"Austin-Round Rock, TX",Growth,"Employment, indexed to 2000",0.231630623
2013,12420,"Austin-Round Rock, TX",Growth,"Employment, indexed to 2000",0.289260715
2014,12420,"Austin-Round Rock, TX",Growth,"Employment, indexed to 2000",0.342834622
2000,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0
2001,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.01032753
2002,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.035131074
2003,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.060051039
2004,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.126012191
2005,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.188729778
2006,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.285118699
2007,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.336456746
2008,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.378170311
2009,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.334084153
2010,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.404844522
2011,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.468908995
2012,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.556416333
2013,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.655548096
2014,12420,"Austin-Round Rock, TX",Growth,"Output, indexed to 2000",0.756030858
2000,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0
2001,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.05147003
2002,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.091116793
2003,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.126002043
2004,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.158297271
2005,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.222203523
2006,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.299926162
2007,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.364971161
2008,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.390141904
2009,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.33737427
2010,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.362141728
2011,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.393142849
2012,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.487510234
2013,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.525780499
2014,12540,"Bakersfield, CA",Growth,"Aggregate Wages, indexed to 2000",0.588215053
2000,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0
2001,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.026109466
2002,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.044065095
2003,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.053906478
2004,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.058944628
2005,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.111042097
2006,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.155381694
2007,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.181659311
2008,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.189654693
2009,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.126265794
2010,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.129174575
2011,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.168025583
2012,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.219756693
2013,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.263370961
2014,12540,"Bakersfield, CA",Growth,"Employment, indexed to 2000",0.297680974
2000,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0
2001,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.017976914
2002,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.058044739
2003,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.066686399
2004,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.132209092
2005,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.207054898
2006,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.305781394
2007,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.320003659
2008,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.362819821
2009,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.347988725
2010,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.301009983
2011,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.350217581
2012,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.43514511
2013,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.418563247
2014,12540,"Bakersfield, CA",Growth,"Output, indexed to 2000",0.396109164
2000,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0
2001,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.034308471
2002,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.058241807
2003,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.077136844
2004,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.126762614
2005,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.156837389
2006,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.192167431
2007,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.216755599
2008,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.208202511
2009,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.19570969
2010,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.205452964
2011,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.223897025
2012,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.254529268
2013,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.255682588
2014,12580,"Baltimore-Columbia-Towson, MD",Growth,"Aggregate Wages, indexed to 2000",0.279659361
2000,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0
2001,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.004872055
2002,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",-0.00043869
2003,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",-0.003218842
2004,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.009022141
2005,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.026566848
2006,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.043138884
2007,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.051571731
2008,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.048262022
2009,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.015880279
2010,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.016022719
2011,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.031771086
2012,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.049722977
2013,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.062975615
2014,12580,"Baltimore-Columbia-Towson, MD",Growth,"Employment, indexed to 2000",0.072389223
2000,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0
2001,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.033226624
2002,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.049481507
2003,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.072345354
2004,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.113305591
2005,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.150614172
2006,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.174407735
2007,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.19208771
2008,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.198015437
2009,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.196648329
2010,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.235534206
2011,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.258720547
2012,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.270760119
2013,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.285450578
2014,12580,"Baltimore-Columbia-Towson, MD",Growth,"Output, indexed to 2000",0.299402773
2000,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0
2001,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.003342514
2002,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.022437515
2003,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.038537674
2004,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.056390382
2005,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.100427248
2006,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.181852952
2007,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.249737322
2008,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.303002626
2009,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.307606816
2010,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.275727838
2011,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.280343175
2012,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.317531288
2013,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.36703673
2014,12940,"Baton Rouge, LA",Growth,"Aggregate Wages, indexed to 2000",0.421399981
2000,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0
2001,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",-0.01180542
2002,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",-0.012334442
2003,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",-0.004435348
2004,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0.005518722
2005,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0.03537529
2006,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0.060051192
2007,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0.096174926
2008,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0.101917721
2009,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0.090879589
2010,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0.070361942
2011,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0.085148469
2012,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0.100404508
2013,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0.128684312
2014,12940,"Baton Rouge, LA",Growth,"Employment, indexed to 2000",0.157002106
2000,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0
2001,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",-0.019743195
2002,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.062988512
2003,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.135052413
2004,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.213083804
2005,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.367005169
2006,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.354574591
2007,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.347790688
2008,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.339632422
2009,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.336922765
2010,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.426796257
2011,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.429145366
2012,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.436519474
2013,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.422912002
2014,12940,"Baton Rouge, LA",Growth,"Output, indexed to 2000",0.460352331
2000,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0
2001,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.0142939
2002,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.031826019
2003,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.03902176
2004,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.070770569
2005,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.09675888
2006,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.122227252
2007,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.152114868
2008,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.134935305
2009,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.074312359
2010,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.053898316
2011,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.058781814
2012,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.096758649
2013,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.097578891
2014,13820,"Birmingham-Hoover, AL",Growth,"Aggregate Wages, indexed to 2000",0.119640961
2000,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",0
2001,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",-0.002205963
2002,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",-0.015710372
2003,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",-0.022169419
2004,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",-0.01210968
2005,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",0.002297592
2006,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",0.02057457
2007,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",0.029973755
2008,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",0.022200774
2009,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",-0.034253463
2010,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",-0.049592745
2011,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",-0.046340562
2012,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",-0.031167297
2013,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",-0.019954911
2014,13820,"Birmingham-Hoover, AL",Growth,"Employment, indexed to 2000",-0.011394883
2000,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0
2001,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.00512825
2002,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.030005189
2003,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.048255693
2004,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.093585894
2005,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.115017779
2006,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.124389499
2007,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.13141197
2008,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.133554459
2009,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.082594454
2010,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.10118591
2011,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.116892472
2012,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.129409403
2013,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.162013173
2014,13820,"Birmingham-Hoover, AL",Growth,"Output, indexed to 2000",0.163456962
2000,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0
2001,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",-0.016909104
2002,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",-0.019360276
2003,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",-0.013151016
2004,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0.037509538
2005,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0.089168854
2006,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0.191888586
2007,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0.216786653
2008,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0.150756985
2009,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0.079183578
2010,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0.075536579
2011,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0.078489609
2012,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0.09525314
2013,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0.145771712
2014,14260,"Boise City, ID",Growth,"Aggregate Wages, indexed to 2000",0.207670897
2000,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0
2001,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.020211715
2002,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.019928819
2003,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.021278458
2004,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.051448517
2005,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.106197208
2006,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.176881939
2007,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.196289524
2008,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.182900697
2009,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.108425982
2010,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.099692002
2011,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.118937835
2012,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.150650248
2013,14260,"Boise City, ID",Growth,"Employment, indexed to 2000",0.186176524
