Year,CBSA,CBSA_Name,Race,Indicator,Value,SE,Sig
1999-2014,19780,"Des Moines-West Des Moines, IA",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0692516565,0.032137651,*
1999-2014,19780,"Des Moines-West Des Moines, IA",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0032923818,0.0097257914,
1999-2014,19780,"Des Moines-West Des Moines, IA",White,Percentage Point Change in Employment-to-Population Ratio,-0.0090639591,0.009251154,
1999-2014,19820,"Detroit-Warren-Dearborn, MI",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0219151378,0.0170164984,
1999-2014,19820,"Detroit-Warren-Dearborn, MI",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0223423839,0.0082336962,*
1999-2014,19820,"Detroit-Warren-Dearborn, MI",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0110467076,0.0205417704,
1999-2014,19820,"Detroit-Warren-Dearborn, MI",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0601305962,0.0289101619,*
1999-2014,19820,"Detroit-Warren-Dearborn, MI",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.0153355002,0.0072347349,*
1999-2014,19820,"Detroit-Warren-Dearborn, MI",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0308832526,0.00378505,*
1999-2014,19820,"Detroit-Warren-Dearborn, MI",White,Percentage Point Change in Employment-to-Population Ratio,-0.0302106738,0.0042651538,*
1999-2014,21340,"El Paso, TX",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0992700458,0.0633462816,
1999-2014,21340,"El Paso, TX",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0480667949,0.0428254902,
1999-2014,21340,"El Paso, TX",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0792502165,0.0109925587,*
1999-2014,21340,"El Paso, TX",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0984546542,0.0927306786,
1999-2014,21340,"El Paso, TX",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0726789832,0.0105474107,*
1999-2014,21340,"El Paso, TX",Total,Percentage Point Change in Employment-to-Population Ratio,0.0537850857,0.0095552094,*
1999-2014,21340,"El Paso, TX",White,Percentage Point Change in Employment-to-Population Ratio,-0.0236065984,0.0231758002,
1999-2014,23420,"Fresno, CA",Asian,Percentage Point Change in Employment-to-Population Ratio,0.111672461,0.0289398059,*
1999-2014,23420,"Fresno, CA",Black,Percentage Point Change in Employment-to-Population Ratio,0.0460697114,0.0420183465,
1999-2014,23420,"Fresno, CA",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0558456779,0.0107432669,*
1999-2014,23420,"Fresno, CA",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0926659703,0.0550608933,*
1999-2014,23420,"Fresno, CA",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0572968125,0.0098897247,*
1999-2014,23420,"Fresno, CA",Total,Percentage Point Change in Employment-to-Population Ratio,0.0138875246,0.0081860851,*
1999-2014,23420,"Fresno, CA",White,Percentage Point Change in Employment-to-Population Ratio,-0.0240456462,0.0135685438,*
1999-2014,24340,"Grand Rapids-Wyoming, MI",Asian,Percentage Point Change in Employment-to-Population Ratio,0.1048209071,0.0389410704,*
1999-2014,24340,"Grand Rapids-Wyoming, MI",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0259443521,0.0529885739,
1999-2014,24340,"Grand Rapids-Wyoming, MI",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0007514358,0.0358153097,
1999-2014,24340,"Grand Rapids-Wyoming, MI",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0759592056,0.0941393673,
1999-2014,24340,"Grand Rapids-Wyoming, MI",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0030229092,0.024615366,
1999-2014,24340,"Grand Rapids-Wyoming, MI",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0247395039,0.0075935191,*
1999-2014,24340,"Grand Rapids-Wyoming, MI",White,Percentage Point Change in Employment-to-Population Ratio,-0.0241789818,0.0079927109,*
1999-2014,24660,"Greensboro-High Point, NC",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0074928999,0.0426432788,
1999-2014,24660,"Greensboro-High Point, NC",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0562095642,0.0203823056,*
1999-2014,24660,"Greensboro-High Point, NC",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0151299238,0.0217999481,
1999-2014,24660,"Greensboro-High Point, NC",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0500946045,0.0556378067,
1999-2014,24660,"Greensboro-High Point, NC",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.0383893251,0.0155723784,*
1999-2014,24660,"Greensboro-High Point, NC",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0595650077,0.0094443019,*
1999-2014,24660,"Greensboro-High Point, NC",White,Percentage Point Change in Employment-to-Population Ratio,-0.0604370236,0.0103459302,*
1999-2014,24860,"Greenville-Anderson-Mauldin, SC",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0635828972,0.0513648093,
1999-2014,24860,"Greenville-Anderson-Mauldin, SC",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0097512603,0.0216100439,
1999-2014,24860,"Greenville-Anderson-Mauldin, SC",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0774552822,0.0249178708,*
1999-2014,24860,"Greenville-Anderson-Mauldin, SC",Other,Percentage Point Change in Employment-to-Population Ratio,0.0278894901,0.0568796545,
1999-2014,24860,"Greenville-Anderson-Mauldin, SC",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0149256587,0.0160981119,
1999-2014,24860,"Greenville-Anderson-Mauldin, SC",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0272883773,0.0082036546,*
1999-2014,24860,"Greenville-Anderson-Mauldin, SC",White,Percentage Point Change in Employment-to-Population Ratio,-0.0384085774,0.0094003323,*
1999-2014,25420,"Harrisburg-Carlisle, PA",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0728861094,0.0493946299,
1999-2014,25420,"Harrisburg-Carlisle, PA",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0299637318,0.0502623618,
1999-2014,25420,"Harrisburg-Carlisle, PA",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0856407285,0.0571995415,
1999-2014,25420,"Harrisburg-Carlisle, PA",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0190754533,0.0835336,
1999-2014,25420,"Harrisburg-Carlisle, PA",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0176677704,0.0325292908,
1999-2014,25420,"Harrisburg-Carlisle, PA",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0160936117,0.0112015884,
1999-2014,25420,"Harrisburg-Carlisle, PA",White,Percentage Point Change in Employment-to-Population Ratio,-0.0092523098,0.0103192944,
1999-2014,25540,"Hartford-West Hartford-East Hartford, CT",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0111486316,0.0243565124,
1999-2014,25540,"Hartford-West Hartford-East Hartford, CT",Black,Percentage Point Change in Employment-to-Population Ratio,0.0367873311,0.0233268943,
1999-2014,25540,"Hartford-West Hartford-East Hartford, CT",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0611943007,0.0187695902,*
1999-2014,25540,"Hartford-West Hartford-East Hartford, CT",Other,Percentage Point Change in Employment-to-Population Ratio,0.1350353956,0.0387772769,*
1999-2014,25540,"Hartford-West Hartford-East Hartford, CT",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0458553433,0.0132598197,*
1999-2014,25540,"Hartford-West Hartford-East Hartford, CT",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0071254373,0.0070035039,
1999-2014,25540,"Hartford-West Hartford-East Hartford, CT",White,Percentage Point Change in Employment-to-Population Ratio,-0.0082368851,0.0077211182,
1999-2014,26420,"Houston-The Woodlands-Sugar Land, TX",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0396675467,0.0122972466,*
1999-2014,26420,"Houston-The Woodlands-Sugar Land, TX",Black,Percentage Point Change in Employment-to-Population Ratio,0.0585815907,0.0076645501,*
1999-2014,26420,"Houston-The Woodlands-Sugar Land, TX",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.1224894524,0.0042983619,*
1999-2014,26420,"Houston-The Woodlands-Sugar Land, TX",Other,Percentage Point Change in Employment-to-Population Ratio,-0.014257133,0.0280263722,
1999-2014,26420,"Houston-The Woodlands-Sugar Land, TX",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0900086164,0.003578709,*
1999-2014,26420,"Houston-The Woodlands-Sugar Land, TX",Total,Percentage Point Change in Employment-to-Population Ratio,0.0357447267,0.0027534461,*
1999-2014,26420,"Houston-The Woodlands-Sugar Land, TX",White,Percentage Point Change in Employment-to-Population Ratio,-0.0150409341,0.0042329058,*
1999-2014,26900,"Indianapolis-Carmel-Anderson, IN",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0484150648,0.0318053886,
1999-2014,26900,"Indianapolis-Carmel-Anderson, IN",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0013906956,0.0188950021,
1999-2014,26900,"Indianapolis-Carmel-Anderson, IN",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0396034122,0.0190937892,*
1999-2014,26900,"Indianapolis-Carmel-Anderson, IN",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0619218946,0.0395626724,
1999-2014,26900,"Indianapolis-Carmel-Anderson, IN",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0194467306,0.0121887261,
1999-2014,26900,"Indianapolis-Carmel-Anderson, IN",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0334775448,0.0047891778,*
1999-2014,26900,"Indianapolis-Carmel-Anderson, IN",White,Percentage Point Change in Employment-to-Population Ratio,-0.040350616,0.00511553,*
1999-2014,27140,"Jackson, MS",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0447474718,0.0876183286,
1999-2014,27140,"Jackson, MS",Black,Percentage Point Change in Employment-to-Population Ratio,0.046276927,0.0133977989,*
1999-2014,27140,"Jackson, MS",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0441464782,0.0886818916,
1999-2014,27140,"Jackson, MS",Other,Percentage Point Change in Employment-to-Population Ratio,0.1124646664,0.1054706573,
1999-2014,27140,"Jackson, MS",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0429928899,0.0140675623,*
1999-2014,27140,"Jackson, MS",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0072795153,0.0096853254,
1999-2014,27140,"Jackson, MS",White,Percentage Point Change in Employment-to-Population Ratio,-0.0424129963,0.0132248737,*
1999-2014,27260,"Jacksonville, FL",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0492102504,0.0267037358,*
1999-2014,27260,"Jacksonville, FL",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0416644216,0.0155318025,*
1999-2014,27260,"Jacksonville, FL",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0034841299,0.0207404047,
1999-2014,27260,"Jacksonville, FL",Other,Percentage Point Change in Employment-to-Population Ratio,-0.1449446678,0.0524236932,*
1999-2014,27260,"Jacksonville, FL",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.0229563117,0.0125262672,*
1999-2014,27260,"Jacksonville, FL",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0545237064,0.0066046109,*
1999-2014,27260,"Jacksonville, FL",White,Percentage Point Change in Employment-to-Population Ratio,-0.06334126,0.0077917189,*
1999-2014,28140,"Kansas City, MO-KS",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0149956942,0.0357200019,
1999-2014,28140,"Kansas City, MO-KS",Black,Percentage Point Change in Employment-to-Population Ratio,0.0189484954,0.0171949752,
1999-2014,28140,"Kansas City, MO-KS",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.0646428466,0.0181350894,*
1999-2014,28140,"Kansas City, MO-KS",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0685369372,0.0390596464,*
1999-2014,28140,"Kansas City, MO-KS",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0289557576,0.0106014609,*
1999-2014,28140,"Kansas City, MO-KS",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0270300508,0.0046968642,*
1999-2014,28140,"Kansas City, MO-KS",White,Percentage Point Change in Employment-to-Population Ratio,-0.0384434462,0.0048881331,*
1999-2014,28940,"Knoxville, TN",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0790503621,0.0526476614,
1999-2014,28940,"Knoxville, TN",Black,Percentage Point Change in Employment-to-Population Ratio,0.0202156901,0.0337065235,
1999-2014,28940,"Knoxville, TN",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.022221148,0.033556968,
1999-2014,28940,"Knoxville, TN",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0274296403,0.064391382,
1999-2014,28940,"Knoxville, TN",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0027006865,0.0212582536,
1999-2014,28940,"Knoxville, TN",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0344310403,0.0067227422,*
1999-2014,28940,"Knoxville, TN",White,Percentage Point Change in Employment-to-Population Ratio,-0.0347964168,0.006951937,*
1999-2014,29460,"Lakeland-Winter Haven, FL",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0558359623,0.0732573122,
1999-2014,29460,"Lakeland-Winter Haven, FL",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0027822852,0.0313693658,
1999-2014,29460,"Lakeland-Winter Haven, FL",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0155824423,0.0233528037,
1999-2014,29460,"Lakeland-Winter Haven, FL",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0221729875,0.1011131033,
1999-2014,29460,"Lakeland-Winter Haven, FL",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.003366828,0.0164320264,
1999-2014,29460,"Lakeland-Winter Haven, FL",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0485387444,0.0102251684,*
1999-2014,29460,"Lakeland-Winter Haven, FL",White,Percentage Point Change in Employment-to-Population Ratio,-0.0576870441,0.0129046533,*
1999-2014,29820,"Las Vegas-Henderson-Paradise, NV",Asian,Percentage Point Change in Employment-to-Population Ratio,0.0094232559,0.0148901381,
1999-2014,29820,"Las Vegas-Henderson-Paradise, NV",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0305783749,0.018120857,*
1999-2014,29820,"Las Vegas-Henderson-Paradise, NV",Hispanic,Percentage Point Change in Employment-to-Population Ratio,0.1312460899,0.0093885725,*
1999-2014,29820,"Las Vegas-Henderson-Paradise, NV",Other,Percentage Point Change in Employment-to-Population Ratio,-0.0109362602,0.026032662,
1999-2014,29820,"Las Vegas-Henderson-Paradise, NV",People of Color,Percentage Point Change in Employment-to-Population Ratio,0.0661026835,0.007313618,*
1999-2014,29820,"Las Vegas-Henderson-Paradise, NV",Total,Percentage Point Change in Employment-to-Population Ratio,0.0007118583,0.0050814729,
1999-2014,29820,"Las Vegas-Henderson-Paradise, NV",White,Percentage Point Change in Employment-to-Population Ratio,-0.0381729007,0.007144989,*
1999-2014,30780,"Little Rock-North Little Rock-Conway, AR",Asian,Percentage Point Change in Employment-to-Population Ratio,-0.0776810646,0.0644667894,
1999-2014,30780,"Little Rock-North Little Rock-Conway, AR",Black,Percentage Point Change in Employment-to-Population Ratio,-0.0058088303,0.0214878879,
1999-2014,30780,"Little Rock-North Little Rock-Conway, AR",Hispanic,Percentage Point Change in Employment-to-Population Ratio,-0.0259029269,0.0340941586,
1999-2014,30780,"Little Rock-North Little Rock-Conway, AR",Other,Percentage Point Change in Employment-to-Population Ratio,-0.1094284654,0.0776630789,
1999-2014,30780,"Little Rock-North Little Rock-Conway, AR",People of Color,Percentage Point Change in Employment-to-Population Ratio,-0.0120295882,0.0177184884,
1999-2014,30780,"Little Rock-North Little Rock-Conway, AR",Total,Percentage Point Change in Employment-to-Population Ratio,-0.0347326398,0.0119003793,*
1999-2014,30780,"Little Rock-North Little Rock-Conway, AR",White,Percentage Point Change in Employment-to-Population Ratio,-0.0356932282,0.0136594977,*
